Waybill Date,Origin,Origin-St,Destination,Destination-St,Commodity,Railcars-Containers,Rail-Miles,Net-Weight-Tons,Metric-Tonnes,Rail-km,Rail-GHG-Emissions-Tonnes,Truck-GHG-Emissions-Tonnes
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Triticale,1,3073.8,18,16.33,4946.67,1.03,6.24
2024-09-25,FAIRVIEW COVE IMPEX,NS,CALGARY LOG PARK,AB,Other feed charges (itemized),1,3260,12,10.89,5246.32,0.73,4.41
2024-09-10,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Tomatoes,1,1101.2,2,1.81,1772.16,0.04,0.25
2024-08-03,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,"Beans, fresh",1,764.1,25,22.68,1229.67,0.36,2.15
2024-09-14,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Tarragon,1,764.1,29,26.31,1229.67,0.41,2.5
2024-08-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Lathyrus,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Thyme,1,3073.8,4,3.63,4946.67,0.23,1.39
2024-08-16,ROBERTS BANK,BC,SASKATOON INTER TER,SK,Horses,1,1089.9,12,10.89,1753.98,0.24,1.47
2024-08-12,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Grapefruit,1,2457.7,16,14.52,3955.18,0.73,4.43
2024-08-06,MALPORT,ON,ROBERTS BANK,BC,Prepared feed and protein supplements (itemized),1,2758.5,9,8.16,4439.25,0.46,2.8
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Cauliflower,1,2737.3,4,3.63,4405.14,0.2,1.23
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Anise,1,2765.7,10,9.07,4450.84,0.52,3.12
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Cranberries,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Maple products,1,2765.7,9,8.16,4450.84,0.46,2.81
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Green peas,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-08-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Turkeys (non-supply managed),1,2457.7,4,3.63,3955.18,0.18,1.11
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Niger seed/Niger thistle,1,3073.8,23,20.87,4946.67,1.32,7.97
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Kohlrabi,1,2737.3,3,2.72,4405.14,0.15,0.93
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Bees, honey",1,3073.8,7,6.35,4946.67,0.4,2.43
2024-09-05,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Soybeans,1,2270.5,27,24.49,3653.92,1.14,6.91
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lettuce,1,2757.8,13,11.79,4438.13,0.67,4.04
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Deferred bison,1,2765.7,11,9.98,4450.84,0.57,3.43
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Salsify,1,3073.8,24,21.77,4946.67,1.37,8.32
2024-09-25,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Watercress,1,764.1,23,20.87,1229.67,0.33,1.98
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Strawberries,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-10-03,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Pollination services fee,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Fiddleheads,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-10-02,MONTREAL TASCH YARD,PQ,ROBERTS BANK,BC,"Cattle, calves",1,3066.6,28,25.4,4935.08,1.6,9.68
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Cucumbers,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Prepared feed and protein supplements (itemized),1,2757.8,8,7.26,4438.13,0.41,2.49
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Cumin,1,2765.7,9,8.16,4450.84,0.46,2.81
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Swine,1,3073.8,13,11.79,4946.67,0.74,4.5
2024-10-07,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Wool,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Rice,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Asparagus,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-09-25,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Quail,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Mixed grain,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Collards,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-09-14,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Kale,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Mixed grain,1,978.5,5,4.54,1574.7,0.09,0.55
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Spinach,1,988.7,28,25.4,1591.11,0.52,3.12
2024-08-21,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cumin,1,1101.2,17,15.42,1772.16,0.35,2.11
2024-10-04,MALPORT,ON,ROBERTS BANK,BC,Chervil,1,2758.5,18,16.33,4439.25,0.93,5.6
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Corn,1,2757.8,4,3.63,4438.13,0.21,1.24
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Oranges,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Soybeans,1,2765.7,29,26.31,4450.84,1.49,9.04
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,"Beans, fresh",1,2457.7,11,9.98,3955.18,0.5,3.05
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Vegetable marrow,1,2765.7,9,8.16,4450.84,0.46,2.81
2024-08-23,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Deferred horse for PMU sales,1,1100.3,22,19.96,1770.71,0.45,2.73
2024-09-17,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Artichokes,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Buckwheat,1,2757.8,21,19.05,4438.13,1.08,6.53
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Apricots,1,2765.7,29,26.31,4450.84,1.49,9.04
2024-08-11,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Spelt,1,767.9,24,21.77,1235.78,0.34,2.08
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Artichokes,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-09-25,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Deferred other breeding animals,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Hops,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-09-18,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Chinese vegetables,1,764.1,4,3.63,1229.67,0.06,0.34
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Beans (dry edible),1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sea buckthorn,1,2757.8,14,12.7,4438.13,0.72,4.35
2024-08-06,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Spelt,1,2744.5,30,27.22,4416.72,1.53,9.28
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Blackberries,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-10-03,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cilantro,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Camelina,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,"Cattle, fat/slaughter",1,766.3,11,9.98,1233.21,0.16,0.95
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Anise,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-09-24,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Pregnant mare urine (PMU),1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Reindeer,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Cattle, fat/slaughter",1,2757.8,7,6.35,4438.13,0.36,2.18
2024-08-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Raspberries,1,764.1,29,26.31,1229.67,0.41,2.5
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Nectarines,1,1101.2,18,16.33,1772.16,0.37,2.23
2024-10-03,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Turnips,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Rosemary,1,978.5,12,10.89,1574.7,0.22,1.32
2024-08-15,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Garlic,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Camelina,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fiddleheads,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-09-04,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,1101.2,28,25.4,1772.16,0.57,3.48
2024-10-01,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Sage,1,764.1,17,15.42,1229.67,0.24,1.46
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Mustard leaves,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Trees (fruit and ornamental),1,978.5,15,13.61,1574.7,0.27,1.65
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Cabbage,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-09,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Horseradish,1,764.1,14,12.7,1229.67,0.2,1.21
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Fish meal,1,3073.8,5,4.54,4946.67,0.29,1.73
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Shallots,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Kenaf,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Oranges,1,2765.7,8,7.26,4450.84,0.41,2.49
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Donkeys/Mules,1,2757.8,19,17.24,4438.13,0.98,5.91
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Raspberries,1,2737.3,21,19.05,4405.14,1.07,6.48
2024-09-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Silkies,1,2457.7,9,8.16,3955.18,0.41,2.49
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Elderberries,1,1101.2,28,25.4,1772.16,0.57,3.48
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Chickens (non-supply managed),1,3073.8,13,11.79,4946.67,0.74,4.5
2024-09-17,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Grapefruit,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Deferred horse for PMU sales,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Salsify,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Rabbits,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Squash,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Prepared feed and protein supplements (itemized),1,3073.8,12,10.89,4946.67,0.69,4.16
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Cattle, purebred breeding",1,2757.8,15,13.61,4438.13,0.77,4.66
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Sage,1,3073.8,9,8.16,4946.67,0.52,3.12
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Donkeys/Mules,1,2737.3,5,4.54,4405.14,0.25,1.54
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Geese,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Sod,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-10-01,DETROIT INTER TERM,MI,ROBERTS BANK,BC,"Sheep, lambs",1,2735.2,2,1.81,4401.76,0.1,0.62
2024-10-01,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Gooseberries,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Raspberries,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-15,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Oregano,1,767.9,27,24.49,1235.78,0.39,2.34
2024-09-27,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cantaloupe,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Ginseng,1,3073.8,23,20.87,4946.67,1.32,7.97
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,Mushrooms (including spawn),1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Partridge,1,2765.7,29,26.31,4450.84,1.49,9.04
2024-09-23,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pregnant mare urine (PMU),1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-09,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Parsley,1,764.1,20,18.14,1229.67,0.28,1.72
2024-09-10,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Peaches,1,3795.3,3,2.72,6107.78,0.21,1.28
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Reindeer,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,2765.7,4,3.63,4450.84,0.21,1.25
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Chervil,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-09-24,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Horses,1,1101.2,12,10.89,1772.16,0.25,1.49
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Other custom feeding income (itemized),1,1101.2,16,14.52,1772.16,0.33,1.99
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Ostriches,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Horses,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Melons,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-25,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Chives,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Celery,1,1101.2,13,11.79,1772.16,0.27,1.61
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Turnips,1,2457.7,12,10.89,3955.18,0.55,3.32
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Apricots,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-16,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Green peas,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Deferred deer,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Manure,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Prunes,1,2765.7,30,27.22,4450.84,1.55,9.35
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Wine,1,3073.8,20,18.14,4946.67,1.15,6.93
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fruit juice,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Saskatoon berries,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Sage,1,2765.7,10,9.07,4450.84,0.52,3.12
2024-09-19,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cilantro,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Apricots,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Pot bellied pigs,1,766.3,10,9.07,1233.21,0.14,0.86
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Spinach,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lathyrus,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lemon balm,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Safflower,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Reindeer,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Pot bellied pigs,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Quinoa,1,2757.8,13,11.79,4438.13,0.67,4.04
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Vegetable marrow,1,2737.3,6,5.44,4405.14,0.31,1.85
2024-10-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Canary seed,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Lentils,1,3073.8,9,8.16,4946.67,0.52,3.12
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Blackberries,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-08-28,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cantaloupe,1,764.1,22,19.96,1229.67,0.31,1.89
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Dill,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-25,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Marjoram,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Emus,1,1101.2,18,16.33,1772.16,0.37,2.23
2024-08-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Prepared feed and purchases (non-itemized),1,764.1,29,26.31,1229.67,0.41,2.5
2024-08-09,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Artichokes,1,764.1,26,23.59,1229.67,0.37,2.24
2024-09-17,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Marjoram,1,764.1,29,26.31,1229.67,0.41,2.5
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Tomatoes,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-26,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Alpacas,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Deferred elk,1,3073.8,4,3.63,4946.67,0.23,1.39
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,Cucumbers,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-08-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Triticale,1,1101.2,18,16.33,1772.16,0.37,2.23
2024-09-10,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Squash,1,3795.3,25,22.68,6107.78,1.77,10.7
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Triticale,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Lavender,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fireweed,1,2457.7,4,3.63,3955.18,0.18,1.11
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Spelt,1,3073.8,26,23.59,4946.67,1.49,9.01
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Semen and embryos,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Radish,1,2457.7,22,19.96,3955.18,1.01,6.1
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Custom feedlot operator income (itemized invoices) – Qualifying feed and protein supplements,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-09-25,FAIRVIEW COVE IMPEX,NS,CALGARY LOG PARK,AB,Plums,1,3260,11,9.98,5246.32,0.67,4.04
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Chick peas/Garbanzo beans,1,1101.2,12,10.89,1772.16,0.25,1.49
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Zucchini,1,2737.3,10,9.07,4405.14,0.51,3.09
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cranberries,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pumpkins,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Prepared feed and purchases (non-itemized),1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-21,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Deferred horse for PMU sales,1,764.1,21,19.05,1229.67,0.3,1.81
2024-08-16,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Groundhogs/Hedgehogs,1,978.5,15,13.61,1574.7,0.27,1.65
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Potatoes and by-products,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Lemon balm,1,2737.3,6,5.44,4405.14,0.31,1.85
2024-08-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Safflower,1,764.1,29,26.31,1229.67,0.41,2.5
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Parsnip,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Strawberries,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Deferred sheep,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Blackberries,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-15,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Mixed grain,1,978.5,13,11.79,1574.7,0.24,1.43
2024-09-10,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Cannabis,1,988.7,22,19.96,1591.11,0.41,2.45
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Ginseng,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Raspberries,1,978.5,18,16.33,1574.7,0.33,1.99
2024-09-23,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Eggplant,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Lemon balm,1,2765.7,9,8.16,4450.84,0.46,2.81
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Bees, honey",1,2757.8,15,13.61,4438.13,0.77,4.66
2024-09-22,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Leeks,1,1101.2,20,18.14,1772.16,0.41,2.48
2024-08-13,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Asparagus,1,767.9,29,26.31,1235.78,0.41,2.51
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Bee by-products,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-15,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Cranberries,1,764.1,22,19.96,1229.67,0.31,1.89
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Lemons,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-09-25,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Onions,1,764.1,11,9.98,1229.67,0.16,0.95
